% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=154827, Tue Apr 19 15:00:02 2016
1 20 0.489766080068 1.00004982331 101.362361984 1.0136236198390473e+02 165.64986788 840.203136536   
2 40 0.480697086109 1.00004982331 2.76476669257 2.7647666925680596e+00 278.610651579 870.074149567   
3 60 0.472652118636 1.00004982331 2.76476669257 6.7980741549929320e+00 233.071024032 1748.46375319   
4 80 0.465436606628 1.01927796161 2.76476669257 3.2997870139687109e+00 199.775969982 480.704465663   
5 100 0.459042628602 1.01927796161 2.76476669257 4.3222496224809532e+00 317.384146598 1528.03439427   
6 120 0.453430618956 1.01927796161 2.76476669257 7.2698069246157928e+00 224.934230268 2270.24367974   
7 140 0.447976616471 1.0230937122 2.76476669257 5.5139365513920431e+01 224.222664136 1457.94764305   
8 160 0.443152427079 1.0230937122 2.76476669257 3.8904241786015632e+00 233.087764108 1481.65422809   
9 180 0.438879412168 1.0230937122 2.76476669257 2.3407235993370691e+01 199.090230399 1281.61967846   
10 200 0.434795905606 1.02636415733 2.76476669257 1.2197842571964600e+01 222.848907282 772.618006737   
11 220 0.431252248809 1.02636415733 2.76476669257 4.6114996079477066e+00 168.14067757 1437.86141604   
12 240 0.428121725118 1.02636415733 2.76476669257 8.3997928941565476e+00 312.528937109 1656.14378733   
13 260 0.425402391127 1.03091098412 2.76476669257 1.0908491660201150e+01 118.962768194 1590.33155725   
14 280 0.422603828171 1.03091098412 2.76476669257 3.5888647099747288e+00 77.3353624685 1700.77928153   
15 300 0.419872873798 1.03091098412 2.76476669257 1.4170618438707663e+01 347.67076125 3139.16019575   
16 320 0.417368966059 1.03631225541 2.76476669257 1.0968685484585777e+01 368.296884192 2643.61579772   
17 340 0.415041681903 1.03631225541 2.76476669257 4.2575561340714785e+00 702.849384803 2221.79683732   
18 360 0.412744558024 1.03631225541 2.76476669257 3.9663855635124037e+00 284.834717841 4582.71582376   
19 380 0.410373043725 1.04016399086 2.76476669257 3.5191483694044905e+00 103.893662015 1902.62501148   
20 400 0.408045158811 1.04016399086 2.76476669257 1.4095951512938996e+01 173.352182757 1791.76434965   
